Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat
Volkswagen,Caddy,2015,Microvan,152000.0,1600.0,Diesel,10300.0,21714.285714285714,Manual,Medium
BMW,5 Series,2006,Sedan,312000.0,2500.0,Petrol,7800.0,19500.0,Automatic,Medium
BMW,5 Series,2002,Sedan,251000.0,2499.0,Diesel,4650.0,12550.0,Manual,Medium
Mercedes,E Class,2019,Sedan,50000.0,2200.0,Diesel,37000.0,16666.666666666668,Automatic,Medium
Toyota,Corolla,2007,Universal,226000.0,1400.0,Diesel,5500.0,15066.666666666666,Manual,Medium
Audi,A4,2004,Cabriolet,200000.0,1800.0,Petrol,6500.0,11111.111111111111,Automatic,Medium
Volkswagen,Caddy,2012,Minivan,163500.0,200.0,Diesel,14200.0,16350.0,Manual,Medium
Toyota,Auris,2013,Hatchback,133000.0,1798.0,Hybrid,10000.0,14777.777777777777,Automatic,Medium
Volkswagen,Jetta,2013,Sedan,131000.0,1400.0,Hybrid,8500.0,14555.555555555555,Automatic,Medium
Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,3650.0,23000.0,Manual,Medium
BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,6000.0,11250.0,Automatic,Medium
Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,4999.0,14545.454545454546,Manual,Medium
Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,26950.0,26837.333333333332,Automatic,Medium
Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,5400.0,12187.5,Manual,Medium
Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,11499.0,17714.285714285714,Automatic,Medium
Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,4100.0,17368.42105263158,Automatic,Medium
Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,2200.0,1267.5294117647059,Manual,Small
Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,19900.0,16375.0,Automatic,Medium
Toyota,Carina,1998,Sedan,268000.0,1800.0,Petrol,2650.0,11166.666666666666,Manual,Medium
Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,17999.0,16025.0,Automatic,Medium
Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,8490.0,10125.0,Automatic,Medium
Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,6000.0,21185.6,Automatic,Medium
Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,900.0,4083.3333333333335,Manual,Small
Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,14000.0,10454.142857142857,Automatic,Medium
Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,14800.0,8800.0,Automatic,Small
Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,13200.0,18787.5,Automatic,Medium
Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,1300.0,17692.30769230769,Manual,Medium
Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,12800.0,19857.14285714286,Automatic,Medium
Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,2999.0,22500.0,Manual,Medium
Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,8250.0,16916.666666666668,Manual,Medium
Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,2200.0,12500.0,Manual,Medium
Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,13199.0,25287.5,Automatic,Medium
Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,10000.0,13529.411764705883,Automatic,Medium
Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,5899.0,16220.0,Manual,Medium
Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,12700.0,36650.0,Automatic,Large
Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,7700.0,8083.333333333333,Automatic,Small
Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,9700.0,23875.0,Automatic,Medium
Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,20000.0,15000.0,Automatic,Medium
Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,8500.0,21111.11111111111,Manual,Medium
Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,10999.0,26285.714285714286,Automatic,Medium
Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,8500.0,18375.0,Automatic,Medium
Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,7650.0,13666.666666666666,Automatic,Medium
Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,11600.0,11167.363636363636,Automatic,Medium
Mazda,2,2008,Hatchback,172000.0,1399.0,Diesel,4999.0,12285.714285714286,Manual,Medium
BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,37000.0,20000.0,Automatic,Medium
Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,6200.0,18076.923076923078,Automatic,Medium
Rare,Doblo,2012,Combi,256000.0,1300.0,Diesel,4490.0,25600.0,Manual,Medium
Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,5650.0,17444.444444444445,Automatic,Medium
Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,10000.0,24250.0,Automatic,Medium
Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,7200.0,6700.0,Manual,Small
Mercedes,E Class,2002,Sedan,11111.0,3200.0,Diesel,5200.0,555.55,Automatic,Small
Skoda,Superb,2016,Sedan,180000.0,2000.0,Diesel,17450.0,30000.0,Automatic,Medium
Renault,Grand Scenic,2017,Minivan,135000.0,1462.0,Diesel,15850.0,27000.0,Automatic,Medium
Rare,Cooper S,2015,Hatchback,84000.0,1600.0,Petrol,10900.0,12000.0,Automatic,Medium
Toyota,Avensis Verso,2002,Minivan,280000.0,2000.0,Diesel,3150.0,14000.0,Manual,Medium
Rare,Freelander,2001,SUV,230000.0,1900.0,Metan/Propan,3500.0,10952.380952380952,Manual,Medium
Opel,Astra,2011,Universal,200123.0,2000.0,Diesel,8200.0,18193.0,Manual,Medium
Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,2500.0,12000.0,Manual,Medium
Audi,A6,2018,Universal,101000.0,2000.0,Diesel,26000.0,25250.0,Automatic,Medium
Vaz,Altele,2008,Universal,92424.0,1600.0,Metan/Propan,3399.0,6601.714285714285,Manual,Small
Mercedes,GL Class,2007,SUV,230000.0,2999.0,Diesel,19500.0,15333.333333333334,Automatic,Medium
Hyundai,i20,2013,Hatchback,122000.0,1385.0,Petrol,4800.0,13555.555555555555,Manual,Medium
Skoda,Octavia,2007,Hatchback,335165.0,1986.0,Diesel,6750.0,22344.333333333332,Automatic,Medium
Renault,Grand Scenic,2017,Minivan,175000.0,1462.0,Diesel,16000.0,35000.0,Automatic,Large
Mercedes,Vito,2010,Minivan,220000.0,2200.0,Diesel,7500.0,18333.333333333332,Manual,Medium
Audi,A6,2009,Universal,148000.0,2995.0,Petrol,13000.0,11384.615384615385,Automatic,Medium
Dacia,Logan,2011,Sedan,230000.0,1200.0,Metan/Propan,2800.0,20909.090909090908,Manual,Medium
Toyota,Urban Cruiser,2011,Sedan,192000.0,1400.0,Diesel,6800.0,17454.545454545456,Manual,Medium
Volkswagen,Phaeton,2005,Sedan,257000.0,3000.0,Diesel,9000.0,15117.64705882353,Automatic,Medium
Toyota,Aygo,2007,Hatchback,72000.0,1000.0,Petrol,4400.0,4800.0,Automatic,Small
Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,6800.0,24000.0,Manual,Medium
Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,14800.0,12812.5,Automatic,Medium
Skoda,Superb,2017,Sedan,176000.0,2000.0,Diesel,19450.0,35200.0,Automatic,Large
Opel,Corsa,2006,Hatchback,164274.0,1300.0,Diesel,2999.0,10267.125,Manual,Medium
Volkswagen,Tiguan,2008,SUV,179000.0,1400.0,Petrol,7200.0,12785.714285714286,Manual,Medium
Rare,CS35PLUS,2021,Crossover,0.0,1589.0,Petrol,14500.0,0.0,Automatic,Small
Skoda,Fabia,2002,Hatchback,230000.0,1400.0,Petrol,950.0,11500.0,Manual,Medium
BMW,7 Series,2016,Sedan,125000.0,2993.0,Diesel,52500.0,20833.333333333332,Automatic,Medium
Rare,45,2001,Sedan,278000.0,2000.0,Diesel,2650.0,13238.095238095239,Manual,Medium
Rare,Stilo,2004,Universal,200000.0,1600.0,Metan/Propan,3000.0,11111.111111111111,Manual,Medium
Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,6900.0,18379.636363636364,Manual,Medium
Skoda,Superb,2009,Sedan,265000.0,1800.0,Petrol,5950.0,20384.615384615383,Manual,Medium
Skoda,Rapid,2016,Sedan,188000.0,1422.0,Diesel,7750.0,31333.333333333332,Manual,Large
Nissan,Qashqai+2,2011,Microvan,207000.0,1500.0,Diesel,7800.0,18818.18181818182,Manual,Medium
Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,7200.0,32000.0,Manual,Large
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,7700.0,16428.571428571428,Automatic,Medium
Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,3800.0,13772.727272727272,Automatic,Medium
Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,3499.0,11189.6,Manual,Medium
Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,9200.0,16500.0,Automatic,Medium
Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,12650.0,24180.714285714286,Automatic,Medium
Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,2800.0,11487.733333333334,Manual,Medium
Volvo,V40,2016,Hatchback,184500.0,1500.0,Petrol,15499.0,30750.0,Automatic,Large
Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,34000.0,13555.555555555555,Automatic,Medium
Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,21990.0,25400.0,Automatic,Medium
BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,7600.0,12866.666666666666,Automatic,Medium
Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,2300.0,9846.153846153846,Manual,Small
Volvo,V60,2013,Universal,162000.0,2400.0,Plug-in Hybrid,15000.0,18000.0,Automatic,Medium
Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,12990.0,8666.666666666666,Automatic,Small
Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,6500.0,14666.666666666666,Manual,Medium
Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,11800.0,19900.0,Manual,Medium
Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,10700.0,27000.0,Automatic,Medium
Volkswagen,Jetta,2013,Sedan,188000.0,1400.0,Hybrid,8800.0,20888.88888888889,Automatic,Medium
Skoda,Fabia,2012,Universal,212700.0,1200.0,Diesel,5450.0,21270.0,Manual,Medium
Opel,Astra,2005,Universal,270000.0,1800.0,Petrol,3500.0,15882.35294117647,Manual,Medium
Volkswagen,Passat CC,2013,Sedan,60000.0,2000.0,Petrol,12700.0,6666.666666666667,Automatic,Small
Lexus,RX Series,2005,SUV,178000.0,2989.0,Metan/Propan,9800.0,10470.588235294117,Automatic,Medium
Chevrolet,Captiva,2011,Crossover,90000.0,2200.0,Diesel,13300.0,8181.818181818182,Automatic,Small
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,11700.0,17875.0,Manual,Medium
Mercedes,GLE Coupe,2017,SUV,47000.0,3000.0,Petrol,54000.0,9400.0,Automatic,Small
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,7800.0,16428.571428571428,Automatic,Medium
Rare,9-3,2007,Sedan,194777.0,2000.0,Petrol,5000.0,12985.133333333333,Automatic,Medium
Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,5000.0,14285.714285714286,Manual,Medium
Toyota,Prius v,2016,Hatchback,144000.0,1800.0,Hybrid,12300.0,24000.0,Automatic,Medium
Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,1700.0,185.1851851851852,Manual,Small
Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,5500.0,12800.0,Automatic,Medium
BMW,X5,2005,SUV,193000.0,3000.0,Diesel,11850.0,11352.941176470587,Automatic,Medium
Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,4500.0,15625.0,Manual,Medium
Volkswagen,Jetta,2015,Sedan,173000.0,1400.0,Petrol,8600.0,24714.285714285714,Automatic,Medium
BMW,X5,2015,SUV,185000.0,2999.0,Diesel,34000.0,26428.571428571428,Automatic,Medium
Toyota,Land Cruiser Prado,2006,SUV,220000.0,2700.0,Metan/Propan,13500.0,13750.0,Automatic,Medium
Nissan,Micra,2018,Hatchback,95000.0,900.0,Petrol,10500.0,23750.0,Manual,Medium
Hyundai,Santa FE,2011,Crossover,169000.0,2200.0,Diesel,13990.0,15363.636363636364,Automatic,Medium
BMW,5 Series,2012,Sedan,200000.0,2000.0,Petrol,11500.0,20000.0,Automatic,Medium
KIA,Optima,2014,Sedan,60000.0,2000.0,Metan/Propan,9900.0,7500.0,Automatic,Small
Volkswagen,Caddy,2009,Minivan,276555.0,1595.0,Petrol,9500.0,21273.46153846154,Manual,Medium
Opel,Astra,2005,Universal,227000.0,1600.0,Metan/Propan,4650.0,13352.941176470587,Manual,Medium
Mitsubishi,Pajero Pinin,2003,Crossover,230000.0,1800.0,Metan/Propan,4900.0,12105.263157894737,Automatic,Medium
KIA,Ceed Sw,2010,Universal,150000.0,1400.0,Petrol,6000.0,12500.0,Manual,Medium
Renault,Grand Scenic,2004,Universal,139000.0,1500.0,Diesel,3700.0,7722.222222222223,Manual,Small
Mercedes,C Class,2012,Sedan,206000.0,2200.0,Diesel,14399.0,20600.0,Manual,Medium
Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,27900.0,8555.555555555555,Automatic,Small
Renault,Megane,2014,Universal,139200.0,1490.0,Diesel,7200.0,17400.0,Automatic,Medium
Mercedes,CLA,2017,Sedan,40000.0,2000.0,Petrol,16999.0,8000.0,Automatic,Small
Nissan,Qashqai,2016,Crossover,185000.0,1500.0,Diesel,13000.0,30833.333333333332,Manual,Large
Volkswagen,Golf,2015,Hatchback,157000.0,1400.0,Plug-in Hybrid,13500.0,22428.571428571428,Automatic,Medium
Audi,A4,2011,Universal,1234.0,2000.0,Petrol,9500.0,112.18181818181819,Automatic,Small
Renault,Captur,2013,SUV,145000.0,1200.0,Petrol,8800.0,16111.111111111111,Automatic,Medium
Toyota,Auris,2013,Universal,177800.0,1400.0,Diesel,8500.0,19755.555555555555,Manual,Medium
Peugeot,807,2006,Minivan,247000.0,2200.0,Diesel,2200.0,15437.5,Manual,Medium
BMW,7 Series,2013,Sedan,165000.0,3000.0,Diesel,26800.0,18333.333333333332,Automatic,Medium
Mitsubishi,Pajero Sport,2004,Roadster,300000.0,2500.0,Diesel,8000.0,16666.666666666668,Manual,Medium
Toyota,Prius Prime,2017,Sedan,95000.0,1800.0,Plug-in Hybrid,17999.0,19000.0,Automatic,Medium
Rare,Impreza,2000,Sedan,222530.0,1600.0,Petrol,3800.0,10115.0,Manual,Medium
Volkswagen,Passat,2005,Sedan,270000.0,2000.0,Petrol,5700.0,15882.35294117647,Manual,Medium
Ford,Focus,2012,Universal,167000.0,1000.0,Petrol,4999.0,16700.0,Manual,Medium
Mercedes,C Class,1995,Sedan,345000.0,1800.0,Metan/Propan,2200.0,12777.777777777777,Automatic,Medium
Volkswagen,Polo,2014,Hatchback,212600.0,1400.0,Diesel,6850.0,26575.0,Manual,Medium
Nissan,Qashqai,2013,Crossover,140000.0,1500.0,Diesel,8500.0,15555.555555555555,Manual,Medium
Opel,Insignia,2015,Hatchback,220000.0,2000.0,Petrol,9990.0,31428.571428571428,Automatic,Large
Mercedes,Vito,2012,Microvan,237000.0,2200.0,Diesel,10490.0,23700.0,Manual,Medium
Renault,Clio,2016,Universal,153000.0,1500.0,Diesel,9200.0,25500.0,Automatic,Medium
Rare,Cooper,2004,Coupe,320000.0,1400.0,Diesel,3800.0,17777.777777777777,Manual,Medium
Opel,Combo,2012,Minivan,188000.0,2000.0,Diesel,4500.0,18800.0,Manual,Medium
Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,4850.0,30714.285714285714,Manual,Large
Ford,Galaxy,2006,Minivan,218400.0,2000.0,Diesel,7000.0,13650.0,Manual,Medium
Renault,Megane,2005,Universal,256983.0,1500.0,Diesel,3150.0,15116.64705882353,Manual,Medium
Volkswagen,Amarok,2011,SUV,213548.0,2000.0,Diesel,17250.0,19413.454545454544,Manual,Medium
Hyundai,Tucson,2017,SUV,130212.0,2000.0,Diesel,17499.0,26042.4,Automatic,Medium
Dacia,Duster,2014,Crossover,148000.0,1500.0,Diesel,7900.0,18500.0,Manual,Medium
Dacia,Dokker VAN,2013,Minivan,180000.0,1500.0,Diesel,3000.0,20000.0,Manual,Medium
BMW,X5,2014,Crossover,107000.0,2998.0,Diesel,37900.0,13375.0,Automatic,Medium
Rare,S-Cross,2017,Crossover,30100.0,1400.0,Petrol,15500.0,6020.0,Automatic,Small
Lexus,CT Series,2012,Hatchback,230000.0,1800.0,Petrol,10299.0,23000.0,Automatic,Medium
Ford,Galaxy,2001,Minivan,280000.0,1900.0,Diesel,1900.0,13333.333333333334,Manual,Medium
Mitsubishi,Grandis,2007,Universal,229000.0,2400.0,Metan/Propan,5600.0,15266.666666666666,Manual,Medium
Volkswagen,Polo,2010,Hatchback,74000.0,1400.0,Petrol,6500.0,6166.666666666667,Automatic,Small
Skoda,Fabia,2007,Universal,170000.0,1200.0,Petrol,3450.0,11333.333333333334,Manual,Medium
Audi,80,1994,Sedan,266000.0,2000.0,Petrol,1700.0,9500.0,Manual,Small
Volkswagen,Passat,2016,Sedan,1360.0,1800.0,Petrol,11000.0,226.66666666666666,Automatic,Small
Volkswagen,Golf,2019,Hatchback,4000.0,1399.0,Petrol,15000.0,1333.3333333333333,Automatic,Small
Volkswagen,Touran,2005,Microvan,400000.0,1900.0,Diesel,4500.0,23529.41176470588,Manual,Medium
BMW,5 Series,2018,Sedan,28942.0,2000.0,Petrol,27999.0,7235.5,Automatic,Small
BMW,X5,2016,Crossover,162000.0,2000.0,Plug-in Hybrid,29999.0,27000.0,Automatic,Medium
Ford,F-150,2015,Pickup,112000.0,4950.0,Petrol,24500.0,16000.0,Automatic,Medium
Mercedes,GLC,2016,SUV,95000.0,1991.0,Petrol,37000.0,15833.333333333334,Automatic,Medium
Volkswagen,Golf,2005,Universal,278000.0,1400.0,Petrol,2850.0,16352.941176470587,Manual,Medium
BMW,3 Series,1994,Sedan,550000.0,1800.0,Petrol,3000.0,19642.85714285714,Manual,Medium
Dacia,Sandero,2010,Universal,173000.0,1200.0,Petrol,3200.0,14416.666666666666,Manual,Medium
Volkswagen,Transporter,2002,Minivan,270000.0,2500.0,Diesel,3990.0,13500.0,Manual,Medium
Toyota,Auris,2010,Hatchback,190000.0,1800.0,Hybrid,8500.0,15833.333333333334,Automatic,Medium
Volkswagen,Tiguan,2019,Sedan,33000.0,2000.0,Petrol,18900.0,11000.0,Automatic,Medium
Rare,CTS,2015,Sedan,88000.0,2000.0,Petrol,16950.0,12571.42857142857,Automatic,Medium
Peugeot,207,2013,Minivan,174600.0,1400.0,Petrol,5650.0,19400.0,Manual,Medium
KIA,Picanto,2008,Hatchback,130000.0,1200.0,Petrol,4700.0,9285.714285714286,Automatic,Small
Volkswagen,Polo,1996,Sedan,250000.0,1400.0,Petrol,1299.0,9615.384615384615,Manual,Small
Renault,Laguna,2008,Hatchback,180000.0,1500.0,Diesel,4900.0,12857.142857142857,Manual,Medium
Dacia,Logan Mcv,2009,Microvan,264714.0,1400.0,Metan/Propan,3700.0,20362.615384615383,Manual,Medium
Ford,Fusion,2015,Sedan,125000.0,2000.0,Petrol,12499.0,17857.14285714286,Automatic,Medium
Skoda,Rapid,2015,Sedan,196231.0,1400.0,Diesel,7650.0,28033.0,Manual,Medium
Volkswagen,Golf,1995,Hatchback,11111.0,1600.0,Petrol,800.0,411.51851851851853,Manual,Small
Dacia,Logan,2005,Sedan,125488.0,1400.0,Metan/Propan,2200.0,7381.64705882353,Manual,Small
Skoda,Superb,2018,Sedan,72000.0,2000.0,Petrol,26500.0,18000.0,Automatic,Medium
Renault,Megane,2011,Universal,242337.0,1500.0,Diesel,5650.0,22030.636363636364,Manual,Medium
Rare,45,2002,Sedan,296852.0,1600.0,Metan/Propan,2500.0,14842.6,Manual,Medium
Opel,Insignia,2015,Sedan,76500.0,1600.0,Petrol,12999.0,10928.57142857143,Automatic,Medium
Toyota,Corolla Verso,2007,Minivan,169000.0,2200.0,Diesel,4300.0,11266.666666666666,Manual,Medium
Mitsubishi,Outlander,2018,Crossover,111500.0,2000.0,Plug-in Hybrid,19900.0,27875.0,Automatic,Medium
Skoda,Octavia,2005,Universal,180000.0,2000.0,Petrol,5300.0,10588.235294117647,Manual,Medium
Volvo,S60,2010,Sedan,178000.0,1999.0,Petrol,9490.0,14833.333333333334,Automatic,Medium
Renault,Grand Scenic,2016,Minivan,170000.0,1500.0,Diesel,10500.0,28333.333333333332,Automatic,Medium
Mercedes,A Class,2001,Hatchback,287141.0,1400.0,Petrol,2099.0,13673.380952380952,Manual,Medium
Nissan,Sunny,1987,Universal,256987.0,1700.0,Diesel,650.0,7342.4857142857145,Manual,Small
Mercedes,E Class,2014,Sedan,406000.0,2000.0,Metan/Propan,15300.0,50750.0,Automatic,Large
Mercedes,GLK Class,2013,Crossover,182000.0,2200.0,Diesel,16999.0,20222.222222222223,Automatic,Medium
Lexus,CT Series,2011,Hatchback,167000.0,1800.0,Hybrid,10250.0,15181.818181818182,Automatic,Medium
Opel,Astra,2015,Universal,162000.0,1400.0,Petrol,7200.0,23142.85714285714,Manual,Medium
Mercedes,E Class,2002,Sedan,257000.0,2200.0,Diesel,4700.0,12850.0,Automatic,Medium
Renault,Megane,2016,Universal,83872.0,1500.0,Diesel,7950.0,13978.666666666666,Automatic,Medium
Volkswagen,Caddy,2011,Minivan,181000.0,1600.0,Diesel,10800.0,16454.545454545456,Manual,Medium
Rare,Cayenne,2005,SUV,260000.0,4500.0,Petrol,7600.0,15294.117647058823,Automatic,Medium
BMW,5 Series,2011,Sedan,210710.0,200.0,Diesel,16450.0,19155.454545454544,Automatic,Medium
Mercedes,A Class,2010,Hatchback,178000.0,1500.0,Petrol,5400.0,14833.333333333334,Manual,Medium
Peugeot,407,2006,Sedan,111111.0,2000.0,Petrol,3100.0,6944.4375,Manual,Small
Ford,Focus,2016,Universal,190000.0,1500.0,Diesel,7500.0,31666.666666666668,Manual,Large
Volvo,S60,2011,Sedan,182431.0,1596.0,Petrol,10500.0,16584.636363636364,Automatic,Medium
Mercedes,C Class,2009,Sedan,160000.0,1600.0,Metan/Propan,7900.0,12307.692307692309,Automatic,Medium
Lexus,Es Series,2012,Sedan,79118.0,2400.0,Hybrid,16100.0,7911.8,Automatic,Small
Audi,A5,2010,Coupe,178545.0,2000.0,Petrol,9799.0,14878.75,Manual,Medium
BMW,3 Series,2018,Sedan,45000.0,2000.0,Plug-in Hybrid,19500.0,11250.0,Automatic,Medium
Renault,Kadjar,2016,Crossover,136000.0,1500.0,Diesel,12500.0,22666.666666666668,Automatic,Medium
Skoda,Superb,2015,Universal,195000.0,2000.0,Diesel,15300.0,27857.14285714286,Automatic,Medium
Skoda,Superb,2014,Sedan,181000.0,2000.0,Diesel,14800.0,22625.0,Automatic,Medium
Toyota,Avensis,2013,Sedan,72000.0,1987.0,Petrol,14000.0,8000.0,Automatic,Small
Mercedes,Vito,2008,Microvan,266000.0,2200.0,Diesel,8490.0,19000.0,Manual,Medium
Chevrolet,Lacetti,2005,Hatchback,224000.0,1600.0,Petrol,2550.0,13176.470588235294,Manual,Medium
Volkswagen,Bora,2001,Sedan,290000.0,1600.0,Petrol,2990.0,13809.52380952381,Manual,Medium
Honda,CR-V,2014,Crossover,169200.0,2200.0,Diesel,17250.0,21150.0,Manual,Medium
Hyundai,Santa FE,2006,Crossover,278000.0,2200.0,Diesel,7850.0,17375.0,Manual,Medium
Skoda,Fabia,2011,Universal,162000.0,1200.0,Diesel,4950.0,14727.272727272728,Manual,Medium
Honda,Civic,2008,Sedan,170000.0,1330.0,Hybrid,5750.0,12142.857142857143,Automatic,Medium
Mercedes,A Class,2000,Hatchback,230000.0,1600.0,Petrol,2199.0,10454.545454545454,Automatic,Medium
BMW,3 Series,2006,Sedan,210000.0,3000.0,Diesel,2500.0,13125.0,Manual,Medium
Opel,Astra,2012,Universal,189000.0,1300.0,Diesel,6000.0,18900.0,Manual,Medium
Toyota,Auris,2015,Universal,104000.0,1800.0,Hybrid,10000.0,14857.142857142857,Automatic,Medium
Toyota,Prius,2008,Hatchback,259000.0,1500.0,Hybrid,6000.0,18500.0,Automatic,Medium
Mazda,626,2001,Hatchback,270000.0,1800.0,Petrol,2700.0,12857.142857142857,Manual,Medium
Skoda,Rapid,2017,Universal,92500.0,1400.0,Diesel,7700.0,18500.0,Manual,Medium
Opel,Zafira,2006,Minivan,186713.0,1800.0,Petrol,5200.0,11669.5625,Manual,Medium
Opel,Zafira,2006,Minivan,60000.0,1800.0,Metan/Propan,4900.0,3750.0,Automatic,Small
BMW,3 Series,2008,Sedan,212000.0,2000.0,Petrol,6690.0,15142.857142857143,Manual,Medium
Hyundai,Getz,2007,Hatchback,175000.0,1500.0,Diesel,3900.0,11666.666666666666,Manual,Medium
Skoda,Superb,2015,Sedan,196000.0,2000.0,Diesel,15690.0,28000.0,Automatic,Medium
Dacia,Lodgy,2012,Universal,179000.0,1500.0,Diesel,6900.0,17900.0,Manual,Medium
Volkswagen,Passat,2012,Sedan,183000.0,1400.0,Metan/Propan,10200.0,18300.0,Automatic,Medium
BMW,5 Series,2006,Sedan,243000.0,2500.0,Petrol,7990.0,15187.5,Automatic,Medium
Renault,Grand Scenic,2015,Universal,162000.0,1500.0,Diesel,8790.0,23142.85714285714,Automatic,Medium
Skoda,Octavia,2016,Hatchback,200000.0,1400.0,Petrol,9000.0,33333.333333333336,Manual,Large
Rare,Cayenne,2016,SUV,155000.0,3000.0,Plug-in Hybrid,48000.0,25833.333333333332,Automatic,Medium
Chevrolet,Aveo,2011,Universal,72000.0,1400.0,Petrol,5500.0,6545.454545454545,Manual,Small
Renault,Clio Symbol,2002,Sedan,270000.0,1400.0,Metan/Propan,2450.0,13500.0,Manual,Medium
Volkswagen,Caddy,2012,Minivan,250000.0,1600.0,Diesel,7000.0,25000.0,Manual,Medium
Toyota,Avensis,2008,Sedan,178000.0,2000.0,Petrol,7190.0,12714.285714285714,Manual,Medium
Opel,Astra,2017,Universal,97000.0,1600.0,Diesel,10990.0,19400.0,Manual,Medium
Nissan,Qashqai,2016,Crossover,199000.0,1500.0,Diesel,14400.0,33166.666666666664,Manual,Large
Honda,Civic,2011,Sedan,188000.0,1300.0,Hybrid,6700.0,17090.909090909092,Automatic,Medium
